Time(s),PPG(mV)
27.5888,1943
27.5988,2046
27.6115,2178
27.6129,2324
27.6129,2463
27.6271,2609
27.6412,2735
27.6502,2848
27.6502,2941
27.6769,2987
27.6779,3014
27.6799,3005
27.6959,2961
27.6969,2890
27.6979,2786
27.7112,2676
27.7171,2547
27.7182,2401
27.7402,2265
27.7402,2127
27.7481,2004
27.7551,1887
27.7681,1779
27.7691,1695
27.7930,1614
27.7950,1548
27.8206,1498
27.8749,1454
27.8759,1437
27.8759,1416
27.8773,1408
27.8773,1416
27.8783,1428
27.8793,1455
27.8813,1483
27.8823,1514
27.8823,1561
27.8833,1603
27.9113,1649
27.9124,1695
27.9124,1738
27.9245,1788
27.9255,1825
27.9275,1864
27.9420,1901
27.9430,1926
27.9440,1950
27.9639,1961
27.9649,1971
27.9649,1979
27.9784,1966
27.9844,1954
27.9976,1935
28.0224,1911
28.0234,1895
28.0401,1858
28.0410,1828
28.0421,1799
28.0421,1770
28.0567,1750
28.0577,1722
28.0657,1704
28.0799,1688
28.0881,1665
28.0881,1658
28.1027,1641
28.1088,1637
28.1088,1637
28.1219,1631
28.1229,1639
28.1508,1646
28.1518,1659
28.1528,1669
28.1661,1668
28.1898,1680
28.1908,1694
28.1918,1712
28.1928,1744
28.2012,1784
28.2097,1856
28.2157,1947
28.2167,2050
28.2472,2179
28.2482,2306
28.2708,2444
28.2743,2571
28.2752,2677
28.2762,2774
28.2812,2843
28.2950,2881
28.2950,2895
28.3086,2869
28.3086,2831
28.3172,2755
28.3315,2658
28.3315,2553
28.3375,2430
28.3495,2310
28.3585,2183
28.3585,2054
28.3845,1947
28.3865,1836
28.3975,1743
28.3985,1656
28.3995,1574
28.4121,1519
28.4131,1464
28.4424,1429
28.4436,1410
28.4436,1398
28.4587,1405
28.4597,1408
28.4686,1427
28.4771,1462
28.5081,1490
28.5091,1534
28.5091,1577
28.5111,1626
28.5161,1685
28.5161,1731
28.5299,1789
28.5359,1841
28.5479,1885
28.5489,1929
28.5571,1955
28.5708,1986
28.6039,2009
28.6049,2017
28.6049,2022
28.6287,2006
28.6287,1992
28.6287,1972
28.6287,1939
28.6305,1915
28.6399,1884
28.6649,1854
28.6649,1825
28.6659,1784
28.6669,1759
28.6810,1735
28.6900,1710
28.6900,1694
28.6958,1669
28.7086,1659
28.7172,1650
28.7436,1636
28.7445,1639
28.7445,1638
28.7487,1649
28.7611,1662
28.7691,1678
28.7701,1725
28.7781,1787
28.7871,1869
28.7961,1974
28.8123,2084
28.8123,2222
28.8133,2354
28.8274,2481
28.8274,2606
28.8569,2706
28.8579,2794
28.8649,2845
28.8649,2862
28.8659,2861
28.8784,2818
28.8867,2756
28.9011,2669
28.9021,2566
28.9098,2463
28.9261,2337
28.9401,2215
28.9401,2098
28.9448,1983
28.9492,1887
28.9788,1787
28.9798,1702
28.9798,1635
28.9809,1568
28.9829,1518
28.9973,1473
29.0098,1441
29.0098,1429
29.0181,1415
29.0271,1421
29.0413,1438
29.0413,1462
29.0630,1500
29.0640,1532
29.0650,1580
29.1031,1638
29.1041,1692
29.1041,1755
29.1304,1805
29.1304,1860
29.1344,1912
29.1354,1945
29.1354,1981
29.1374,1999
29.1518,2016
29.1518,2027
29.1528,2018
29.1707,2016
29.1842,1999
29.2189,1976
29.2189,1948
29.2199,1908
29.2209,1873
29.2323,1836
29.2409,1793
29.2409,1762
29.2419,1731
29.2469,1711
29.2599,1690
29.2599,1667
29.2679,1658
29.2823,1648
29.2886,1640
29.2886,1639
29.3082,1633
29.3092,1647
29.3319,1659
29.3339,1685
29.3419,1741
29.3419,1815
29.3484,1922
29.3624,2040
29.3624,2174
29.3634,2322
29.3811,2463
29.3871,2604
29.4012,2730
29.4022,2833
29.4072,2921
29.4192,2968
29.4464,2987
29.4464,2983
29.4474,2942
29.4638,2882
29.4648,2789
29.4657,2680
29.4657,2569
29.4897,2437
29.4897,2310
29.4958,2179
29.5095,2054
29.5105,1945
29.5155,1832
29.5294,1742
29.5354,1664
29.5619,1600
29.5629,1554
29.5629,1509
29.5760,1486
29.5818,1476
29.5828,1470
29.6061,1481
29.6074,1492
29.6074,1519
29.6074,1559
29.6160,1600
29.6261,1654
29.6398,1709
29.6536,1769
29.6536,1830
29.6545,1870
29.6837,1918
29.6847,1955
29.6847,1981
29.6899,2007
29.6960,2015
29.7343,2026
29.7352,2026
29.7362,2011
29.7372,1996
29.7372,1970
29.7473,1946
29.7607,1917
29.7617,1877
29.7760,1852
29.7770,1816
29.8042,1786
29.8042,1758
29.8144,1726
29.8144,1714
29.8154,1691
29.8318,1671
29.8328,1661
29.8659,1649
29.8669,1647
29.8905,1642
29.8915,1643
29.8925,1662
29.8925,1681
29.8935,1722
29.8945,1777
29.8945,1857
29.9231,1972
29.9240,2101
29.9290,2256
29.9306,2426
29.9306,2595
29.9482,2767
29.9569,2907
29.9673,3031
29.9684,3128
29.9857,3181
29.9867,3203
29.9997,3181
30.0047,3131
30.0325,3056
30.0325,2943
30.0334,2818
30.0435,2679
30.0444,2529
30.0586,2385
30.0586,2234
30.0646,2101
30.0773,1984
30.0903,1868
30.0913,1774
30.0973,1683
30.1091,1617
30.1152,1566
30.1162,1516
30.1296,1483
30.1563,1459
30.1573,1450
30.1573,1460
30.1621,1463
30.1632,1488
30.1770,1519
30.1885,1553
30.2123,1601
30.2132,1643
30.2132,1700
30.2143,1757
30.2275,1801
30.2275,1853
30.2355,1889
30.2498,1928
30.2759,1963
30.2769,1979
30.2769,1997
30.2785,1999
30.2866,1993
30.3010,1983
30.3020,1958
30.3030,1937
30.3187,1902
30.3274,1863
30.3404,1834
30.3414,1795
30.3736,1764
30.3746,1729
30.4031,1690
30.4041,1671
30.4041,1643
30.4061,1628
30.4072,1612
30.4072,1595
30.4081,1595
30.4253,1584
30.4273,1584
30.4273,1592
30.4491,1596
30.4501,1608
30.4560,1609
30.4696,1622
30.4706,1646
30.4874,1667
30.4874,1711
30.5148,1769
30.5160,1859
30.5170,1985
30.5180,2125
30.5310,2291
30.5370,2467
30.5370,2652
30.5598,2836
30.5598,2989
30.5653,3125
30.5785,3232
30.5865,3293
30.5875,3323
30.6014,3307
30.6273,3260
30.6283,3182
30.6283,3063
30.6397,2926
30.6407,2767
30.6497,2602
30.6497,2442
30.6626,2272
30.6760,2128
30.7073,1992
30.7083,1872
30.7083,1773
30.7124,1677
30.7204,1613
30.7482,1555
30.7482,1502
30.7496,1468
30.7496,1438
30.7565,1426
30.7585,1419
30.7716,1412
30.7727,1426
30.7735,1443
30.7908,1472
30.7908,1512
30.8060,1550
30.8060,1607
30.8195,1655
30.8273,1698
30.8273,1748
30.8530,1786
30.8550,1826
30.8719,1852
30.8729,1870
30.8729,1894
30.8749,1893
30.8895,1893
30.8985,1880
30.8985,1862
30.9082,1852
30.9170,1825
30.9311,1801
30.9311,1778
30.9322,1751
30.9499,1731
30.9549,1699
30.9827,1675
30.9837,1658
30.9847,1633
31.0134,1617
31.0148,1598
31.0158,1586
31.0158,1584
31.0168,1571
31.0300,1566
31.0372,1564
31.0454,1560
31.0594,1565
31.0604,1555
31.0661,1557
31.0785,1563
31.0785,1560
31.1035,1569
31.1046,1565
31.1060,1574
31.1227,1583
31.1237,1580
31.1247,1588
31.1507,1590
31.1517,1607
31.1527,1636
31.1653,1669
31.1673,1732
31.1804,1806
31.1815,1896
31.1825,2007
31.2184,2124
31.2194,2261
31.2204,2394
31.2224,2514
31.2433,2631
31.2433,2722
31.2443,2801
31.2586,2850
31.2586,2863
31.2673,2859
31.2794,2823
31.2884,2758
31.2884,2673
31.3068,2564
31.3078,2458
31.3362,2334
31.3455,2210
31.3515,2095
31.3525,1980
31.3525,1886
31.3607,1797
31.3668,1717
31.3668,1662
31.3909,1602
31.3919,1557
31.3930,1518
31.3939,1485
31.4106,1472
31.4166,1454
31.4308,1452
31.4583,1458
31.4593,1463
31.4593,1484
31.4603,1496
31.4709,1523
31.4775,1557
31.4775,1586
31.4897,1623
31.4982,1652
31.5072,1683
31.5136,1720
31.5136,1739
31.5306,1762
31.5368,1779
31.5368,1796
31.5522,1814
31.5522,1814
31.5747,1816
31.5757,1814
31.5905,1802
31.5905,1790
31.5965,1762
31.6108,1744
31.6119,1726
31.6119,1697
31.6260,1677
31.6559,1654
31.6569,1639
31.6569,1629
31.6579,1608
31.6839,1602
31.6860,1597
31.6860,1591
31.6993,1589
31.7003,1580
31.7073,1583
31.7193,1584
31.7193,1577
31.7263,1582
31.7393,1581
31.7439,1590
31.7643,1598
31.7653,1598
31.7663,1613
31.7797,1619
31.7887,1625
31.8145,1627
31.8234,1625
31.8234,1640
31.8371,1642
31.8382,1643
31.8396,1650
31.8396,1651
31.8505,1659
31.8679,1660
31.8699,1659
31.8699,1667
31.8759,1665
31.8895,1673
31.8960,1680
31.8960,1698
31.9259,1738
31.9271,1782
31.9343,1842
31.9363,1918
31.9363,1993
31.9496,2077
31.9557,2146
31.9697,2213
31.9707,2284
31.9872,2332
31.9872,2373
31.9958,2392
32.0098,2399
32.0098,2399
32.0185,2368
32.0471,2333
32.0482,2283
32.0491,2220
32.0572,2157
32.0572,2073
32.0702,2000
32.0794,1927
32.0855,1855
32.0855,1801
32.0995,1742
32.1085,1701
32.1146,1666
32.1146,1629
32.1394,1603
32.1404,1578
32.1721,1564
32.1731,1556
32.1731,1545
32.1741,1552
32.1924,1563
32.1934,1576
32.1934,1598
32.2107,1611
32.2158,1639
32.2301,1668
32.2301,1690
32.2381,1719
32.2391,1740
32.2465,1766
32.2606,1788
32.2859,1796
32.2869,1814
32.3163,1822
32.3173,1825
32.3183,1828
32.3209,1819
32.3216,1822
32.3236,1809
32.3346,1795
32.3356,1788
32.3434,1767
32.3484,1755
32.3582,1736
32.3582,1719
32.3723,1712
32.3735,1695
32.4044,1686
32.4059,1673
32.4059,1663
32.4069,1663
32.4409,1651
32.4419,1642
32.4429,1639
32.4429,1634
32.4446,1645
32.4598,1650
32.4658,1658
32.4756,1673
32.4896,1674
32.4896,1678
32.4907,1674
32.5191,1674
32.5201,1687
32.5201,1685
32.5271,1695
32.5511,1704
32.5511,1708
32.5531,1720
32.5531,1716
32.5693,1720
32.5753,1724
32.5892,1718
32.5892,1722
32.5952,1715
32.6121,1718
32.6392,1720
32.6402,1713
32.6402,1712
32.6422,1708
32.6688,1714
32.6698,1723
32.6698,1720
32.6708,1727
32.6805,1732
32.6815,1738
32.6897,1756
32.6965,1771
32.7108,1811
32.7144,1860
32.7154,1905
32.7304,1963
32.7304,2007
32.7591,2058
32.7601,2100
32.7621,2130
32.7621,2166
32.7768,2189
32.7912,2206
32.7912,2214
32.8078,2204
32.8088,2196
32.8153,2166
32.8292,2125
32.8302,2084
32.8362,2034
32.8489,1991
32.8761,1942
32.8771,1886
32.8771,1846
32.8791,1799
32.8881,1764
32.8971,1731
32.8971,1696
32.9215,1680
32.9235,1657
32.9379,1644
32.9389,1641
32.9389,1634
32.9482,1642
32.9572,1639
32.9934,1643
32.9934,1656
32.9944,1663
32.9954,1682
32.9964,1696
33.0228,1717
33.0238,1745
33.0284,1760
33.0294,1781
33.0394,1798
33.0394,1810
33.0543,1824
33.0553,1825
33.0680,1835
33.0784,1844
33.1096,1846
33.1100,1850
33.1156,1838
33.1166,1830
33.1176,1822
33.1186,1801
33.1364,1786
33.1384,1767
33.1495,1755
33.1505,1749
33.1585,1728
33.1721,1722
33.1784,1713
33.1784,1701
33.1847,1693
33.1983,1675
33.2261,1673
33.2271,1669
33.2311,1661
33.2421,1665
33.2424,1663
33.2435,1676
33.2555,1683
33.2555,1684
33.2680,1696
33.2820,1699
33.2830,1706
33.2973,1711
33.3033,1714
33.3033,1726
33.3175,1732
33.3479,1732
33.3494,1738
33.3609,1732
33.3619,1738
33.3619,1735
33.3619,1734
33.3679,1744
33.3768,1742
33.3908,1749
33.3996,1749
33.3996,1752
33.4085,1767
33.4220,1768
33.4284,1773
33.4284,1779
33.4369,1779
33.4634,1783
33.4644,1777
33.4757,1772
33.4757,1773
33.4877,1766
33.4887,1768
33.4967,1773
33.5102,1792
33.5167,1828
33.5177,1858
33.5309,1902
33.5399,1948
33.5399,1992
33.5770,2042
33.5770,2070
33.5780,2102
33.6043,2129
33.6063,2142
33.6063,2155
33.6075,2145
33.6096,2140
33.6228,2128
33.6238,2101
33.6238,2078
33.6409,2044
33.6419,2011
33.6419,1972
33.6656,1918
33.6666,1880
33.6992,1842
33.7002,1807
33.7012,1777
33.7269,1743
33.7283,1725
33.7321,1709
33.7333,1689
33.7343,1681
33.7353,1669
33.7523,1672
33.7653,1673
33.7663,1668
33.7763,1680
33.7833,1686
33.7916,1699
33.7916,1712
33.8194,1722
33.8194,1749
33.8264,1766
33.8274,1783
33.8389,1805
33.8389,1818
33.8483,1840
33.8623,1848
33.8623,1852
33.8633,1863
33.8820,1861
33.8831,1865
33.8971,1862
33.8981,1855
33.9108,1855
33.9392,1842
33.9408,1833
33.9433,1828
33.9433,1815
33.9440,1808
33.9624,1790
33.9634,1778
33.9855,1777
33.9865,1764
33.9875,1762
33.9959,1752
34.0055,1746
34.0055,1748
34.0191,1735
34.0291,1732
34.0619,1727
34.0629,1725
34.0639,1732
34.0649,1726
34.0659,1732
34.0786,1742
34.0786,1740
34.0889,1740
34.0951,1741
34.1095,1745
34.1106,1751
34.1106,1746
34.1273,1748
34.1406,1742
34.1458,1746
34.1466,1753
34.1739,1749
34.1759,1758
34.1769,1763
34.2135,1764
34.2135,1766
34.2145,1758
34.2155,1764
34.2213,1766
34.2303,1762
34.2363,1774
34.2373,1783
34.2503,1808
34.2570,1841
34.2879,1874
34.2889,1927
34.2889,1975
34.3011,2021
34.3011,2065
34.3031,2097
34.3031,2139
34.3202,2163
34.3222,2180
34.3372,2191
34.3372,2190
34.3496,2188
34.3626,2170
34.3636,2141
34.3646,2117
34.3779,2075
34.3869,2034
34.4123,1987
34.4123,1942
34.4133,1909
34.4229,1866
34.4239,1829
34.4407,1798
34.4407,1766
34.4417,1745
34.4661,1719
34.4671,1701
34.4751,1694
34.4896,1682
34.4896,1677
34.4906,1664
34.5058,1658
34.5058,1669
34.5307,1667
34.5319,1680
34.5389,1693
34.5409,1708
34.5565,1736
34.5575,1749
34.5700,1777
34.5760,1807
34.5903,1828
34.5903,1857
34.5995,1869
34.6049,1892
34.6195,1909
34.6195,1911
34.6457,1913
34.6469,1906
34.6559,1899
34.6559,1890
34.6620,1867
34.6857,1861
34.6867,1848
34.6877,1833
34.6877,1822
34.7009,1799
34.7039,1792
34.7197,1782
34.7197,1769
34.7394,1764
34.7394,1754
34.7404,1757
34.7679,1757
34.7689,1750
34.7689,1756
34.8116,1754
34.8126,1751
34.8137,1749
34.8157,1738
34.8157,1744
34.8167,1741
34.8455,1738
34.8465,1743
34.8465,1741
34.8714,1748
34.8726,1745
34.8736,1741
34.8916,1747
34.8932,1745
34.8932,1751
34.8951,1753
34.8961,1762
34.9076,1790
34.9217,1819
34.9307,1864
34.9307,1922
34.9370,1978
34.9494,2041
34.9578,2090
34.9718,2138
34.9718,2188
35.0007,2219
35.0017,2254
35.0228,2267
35.0238,2274
35.0238,2277
35.0248,2255
35.0258,2235
35.0385,2200
35.0385,2164
35.0557,2127
35.0557,2072
35.0695,2025
35.0756,1979
35.0766,1928
35.0889,1885
35.0961,1834
35.1181,1798
35.1194,1767
35.1194,1732
35.1265,1712
35.1407,1692
35.1457,1681
35.1457,1678
35.1628,1664
35.1637,1668
35.1782,1670
35.1841,1672
35.1851,1683
35.1982,1687
35.2122,1710
35.2132,1732
35.2393,1752
35.2407,1780
35.2407,1800
35.2417,1829
35.2689,1852
35.2699,1864
35.2779,1885
35.2789,1893
35.2877,1900
35.3019,1905
35.3107,1898
35.3107,1905
35.3243,1898
35.3304,1891
35.3554,1886
35.3564,1875
35.3564,1872
35.3645,1858
35.3655,1839
35.3665,1830
35.3822,1811
35.3832,1796
35.3972,1780
35.3972,1767
35.4069,1767
35.4207,1753
35.4348,1743
35.4358,1738
35.4368,1732
35.4486,1735
35.4767,1727
35.5059,1730
35.5068,1736
35.5078,1735
35.5078,1740
35.5089,1739
35.5109,1744
35.5193,1757
35.5193,1759
35.5315,1766
35.5404,1768
35.5469,1766
35.5566,1769
35.5566,1762
35.5879,1773
35.5889,1794
35.5899,1823
35.5909,1870
35.5993,1916
35.6157,1981
35.6167,2049
35.6257,2108
35.6257,2173
35.6388,2230
35.6457,2287
35.6457,2336
35.6587,2365
35.6678,2394
35.6822,2409
35.6832,2408
35.6842,2394
35.7110,2356
35.7120,2321
35.7170,2275
35.7225,2215
35.7364,2164
35.7374,2102
35.7506,2050
35.7516,1994
35.7655,1929
35.7655,1883
35.7797,1836
35.7857,1798
35.7995,1763
35.8005,1730
35.8276,1713
35.8296,1693
35.8356,1678
35.8366,1673
35.8366,1668
35.8540,1674
35.8590,1677
35.8600,1683
35.8770,1705
35.8770,1721
35.8889,1748
35.9045,1771
35.9045,1792
35.9126,1827
35.9220,1846
35.9471,1868
35.9481,1891
35.9481,1904
35.9531,1923
35.9621,1921
35.9735,1921
35.9735,1923
35.9881,1916
35.9881,1915
35.9941,1900
36.0072,1890
36.0072,1885
36.0321,1868
36.0331,1859
36.0351,1847
36.0361,1833
36.0654,1827
36.0664,1803
36.0757,1789
36.0768,1777
36.0768,1764
36.0882,1757
36.1016,1744
36.1382,1746
36.1382,1751
36.1407,1750
36.1407,1755
36.1419,1756
36.1514,1762
36.1524,1770
36.1810,1766
36.1820,1771
36.1921,1772
36.1931,1771
36.1931,1774
36.1991,1768
36.2121,1774
36.2256,1773
36.2392,1772
36.2402,1787
36.2402,1808
36.2527,1855
36.2806,1909
36.2816,1960
36.2816,2034
36.3115,2104
36.3125,2181
36.3144,2256
36.3156,2320
36.3156,2389
36.3167,2439
36.3342,2475
36.3352,2504
36.3352,2509
36.3495,2510
36.3575,2487
36.3585,2443
36.3776,2398
36.3786,2331
36.3889,2263
36.3953,2187
36.3963,2106
36.4191,2041
36.4206,1960
36.4290,1892
36.4433,1834
36.4433,1783
36.4442,1747
36.4610,1707
36.4660,1678
36.4660,1658
36.4853,1638
36.4863,1634
36.5089,1628
36.5378,1633
36.5387,1651
36.5387,1658
36.5407,1677
36.5417,1701
36.5427,1729
36.5567,1764
36.5567,1787
36.5627,1816
36.5769,1844
36.5899,1862
36.5909,1885
36.5969,1891
36.6082,1905
36.6082,1915
36.6253,1916
36.6253,1922
36.6557,1918
36.6567,1917
36.6567,1913
36.6577,1897
36.6731,1889
36.6782,1876
36.6782,1860
36.6839,1849
36.6979,1825
36.7176,1811
36.7196,1798
36.7232,1778
36.7339,1768
36.7349,1753
36.7600,1742
36.7619,1733
36.7619,1715
36.7862,1716
36.7872,1711
36.7982,1709
36.7992,1710
36.8052,1704
36.8052,1716
36.8218,1716
36.8228,1718
36.8228,1726
36.8438,1729
36.8456,1741
36.8618,1744
36.8663,1742
36.8935,1748
36.8935,1746
36.8945,1748
36.8956,1753
36.8956,1760
36.9108,1789
36.9218,1819
36.9231,1866
36.9393,1926
36.9393,1997
36.9479,2087
36.9569,2172
36.9841,2264
36.9851,2357
36.9861,2435
36.9861,2510
37.0108,2565
37.0119,2611
37.0119,2650
37.0218,2657
37.0224,2654
37.0367,2629
37.0367,2582
37.0590,2530
37.0600,2449
37.0643,2368
37.0783,2279
37.0783,2183
37.0863,2093
37.0963,2000
37.1232,1920
37.1232,1849
37.1318,1774
37.1330,1719
37.1340,1671
37.1490,1638
37.1500,1618
37.1582,1591
37.1718,1583
37.1893,1578
37.1893,1580
37.1903,1591
37.1949,1598
37.2093,1625
37.2149,1652
37.2403,1678
37.2419,1714
37.2419,1744
37.2519,1785
37.2531,1822
37.2531,1850
37.2694,1883
37.2777,1904
37.2917,1924
37.2927,1937
37.2978,1939
37.3120,1948
37.3200,1947
37.3294,1939
37.3294,1935
37.3670,1923
37.3680,1919
37.3690,1901
37.3690,1877
37.3807,1863
37.3807,1839
37.3867,1819
37.4181,1793
37.4191,1768
37.4201,1756
37.4201,1739
37.4307,1728
37.4307,1724
37.4393,1717
37.4451,1720
37.4541,1709
37.4818,1703
37.4834,1707
37.4844,1700
37.4844,1705
37.4976,1701
37.5046,1707
37.5179,1720
37.5179,1722
37.5268,1730
37.5633,1734
37.5641,1739
37.5651,1750
37.5661,1743
37.5671,1746
37.5929,1753
37.5939,1757
37.5949,1770
37.6128,1783
37.6263,1820
37.6273,1875
37.6313,1939
37.6313,2024
37.6373,2112
37.6493,2213
37.6493,2314
37.6573,2398
37.6713,2491
37.6773,2573
37.6783,2642
37.6863,2699
37.7205,2722
37.7216,2737
37.7226,2725
37.7236,2685
37.7386,2631
37.7396,2553
37.7437,2469
37.7557,2373
37.7557,2262
37.7694,2168
37.7754,2068
37.7894,1979
37.7904,1891
37.8070,1807
37.8070,1746
37.8335,1688
37.8345,1641
37.8375,1607
37.8385,1575
37.8558,1562
37.8568,1553
37.8744,1549
37.8744,1567
37.8754,1580
37.8876,1607
37.8967,1633
37.8967,1662
37.9097,1707
37.9170,1738
37.9307,1778
37.9316,1815
37.9629,1854
37.9639,1897
37.9649,1926
37.9659,1951
37.9760,1977
37.9850,1986
37.9860,1994
37.9978,1992
38.0038,1986
38.0181,1985
38.0190,1964
38.0267,1948
38.0528,1928
38.0538,1909
38.0789,1896
38.0789,1866
38.0800,1848
38.0870,1829
38.0879,1803
38.0890,1784
38.1133,1756
38.1142,1741
38.1142,1732
38.1303,1716
38.1313,1711
38.1323,1702
38.1493,1702
38.1503,1708
38.1580,1703
38.1829,1708
38.1839,1716
38.1839,1720
38.2009,1731
38.2009,1731
38.2080,1744
38.2202,1749
38.2212,1746
38.2221,1746
38.2376,1743
38.2436,1750
38.2677,1757
38.2677,1759
38.2728,1783
38.2976,1810
38.2996,1860
38.2996,1930
38.3006,2007
38.3216,2110
38.3226,2213
38.3236,2319
38.3246,2433
38.3392,2539
38.3452,2648
38.3582,2729
38.3712,2787
38.3732,2832
38.3732,2843
38.3842,2832
38.4022,2795
38.4022,2736
38.4032,2672
38.4304,2579
38.4314,2476
38.4324,2368
38.4334,2251
38.4494,2145
38.4553,2033
38.4693,1934
38.4788,1846
38.4798,1764
38.4798,1700
38.4968,1640
38.5058,1594
38.5178,1571
38.5178,1546
38.5430,1539
38.5442,1538
38.5452,1548
38.5572,1574
38.5582,1593
38.5661,1628
38.5805,1666
38.5808,1705
38.5873,1746
38.6003,1782
38.6089,1824
38.6099,1868
38.6293,1897
38.6293,1930
38.6353,1952
38.6618,1978
38.6618,1994
38.6628,1997
38.6638,2003
38.6955,2000
38.6967,1994
38.6967,1985
38.6980,1961
38.7116,1946
38.7126,1923
38.7136,1893
38.7338,1870
38.7348,1841
38.7478,1823
38.7543,1804
38.7543,1775
38.7817,1764
38.7831,1743
38.8062,1730
38.8072,1718
38.8072,1700
38.8082,1700
38.8406,1694
38.8416,1690
38.8426,1692
38.8436,1688
38.8514,1696
38.8604,1698
38.8604,1700
38.8747,1714
38.8757,1721
38.9005,1731
38.9015,1737
38.9015,1739
38.9065,1758
38.9193,1771
38.9315,1804
38.9325,1854
38.9335,1922
38.9463,2017
38.9565,2116
38.9703,2234
38.9703,2368
38.9713,2492
38.9853,2620
39.0206,2728
39.0233,2826
39.0233,2907
39.0243,2950
39.0253,2973
39.0378,2969
39.0455,2935
39.0585,2881
39.0595,2793
39.0655,2695
39.0778,2587
39.0788,2462
39.0888,2339
39.0957,2204
39.1094,2081
39.1369,1975
39.1379,1870
39.1379,1787
39.1469,1708
39.1529,1644
39.1529,1595
39.1599,1545
39.1842,1522
39.1926,1509
39.1936,1503
39.1976,1511
39.2076,1513
39.2241,1538
39.2518,1568
39.2518,1604
39.2529,1649
39.2611,1691
39.2631,1740
39.2641,1787
39.2641,1822
39.2651,1867
39.2827,1902
39.2837,1937
39.3003,1970
39.3013,1988
39.3013,2012
39.3357,2020
39.3367,2016
39.3367,2011
39.3377,1989
39.3467,1974
39.3732,1946
39.3732,1914
39.3813,1893
39.3813,1862
39.3863,1837
39.3988,1804
39.3998,1772
39.4078,1754
39.4220,1730
39.4270,1715
39.4285,1707
39.4426,1699
39.4436,1696
39.4581,1687
39.4661,1683
39.4904,1690
39.4904,1682
39.4914,1683
39.4924,1680
39.5070,1685
39.5070,1698
39.5160,1695
39.5305,1700
39.5366,1702
39.5366,1703
39.5555,1713
39.5555,1709
39.5691,1716
39.5741,1733
39.6004,1761
39.6004,1816
39.6099,1880
39.6245,1974
39.6245,2090
39.6300,2218
39.6300,2366
39.6391,2518
39.6486,2669
39.6486,2811
39.6631,2925
39.6641,3026
39.6780,3097
39.6780,3132
39.6840,3142
39.6981,3102
39.7257,3047
39.7267,2959
39.7280,2845
39.7285,2721
39.7365,2576
39.7454,2436
39.7536,2294
39.7546,2147
39.7717,2022
39.7738,1902
39.7880,1800
39.7880,1716
39.8067,1643
39.8067,1596
39.8147,1556
39.8410,1526
39.8420,1515
39.8429,1507
39.8511,1519
39.8531,1529
39.8654,1540
39.8794,1571
39.8794,1599
39.8849,1638
39.8992,1678
39.9002,1715
39.9077,1769
39.9217,1805
39.9276,1846
39.9286,1885
39.9362,1918
39.9725,1951
39.9735,1967
39.9930,1982
39.9930,1997
39.9940,1996
39.9940,1995
40.0030,1981
40.0115,1971
40.0115,1964
40.0181,1943
40.0417,1921
40.0417,1896
40.0427,1865
40.0560,1840
40.0570,1802
40.0837,1770
40.0847,1744
40.0886,1716
40.0896,1703
40.1201,1681
40.1211,1670
40.1224,1666
40.1234,1652
40.1244,1650
40.1410,1644
40.1430,1649
40.1430,1658
40.1567,1658
40.1691,1668
40.2003,1677
40.2014,1683
40.2025,1690
40.2025,1686
40.2034,1692
40.2217,1695
40.2227,1693
40.2227,1701
40.2366,1708
40.2454,1732
40.2578,1773
40.2578,1824
40.2668,1909
40.2748,2009
40.2893,2138
40.2893,2281
40.3185,2430
40.3195,2596
40.3205,2751
40.3285,2892
40.3296,3017
40.3375,3108
40.3614,3179
40.3664,3207
40.3674,3196
40.3754,3162
40.3754,3087
40.3891,2991
40.4024,2871
40.4034,2731
40.4084,2593
40.4347,2435
40.4357,2283
40.4367,2139
40.4377,2008
40.4519,1897
40.4574,1788
40.4704,1695
40.4704,1626
40.4766,1564
40.4836,1521
40.4977,1491
40.5037,1475
40.5046,1482
40.5173,1485
40.5224,1503
40.5488,1527
40.5502,1558
40.5593,1600
40.5593,1631
40.5673,1676
40.5765,1723
40.6156,1767
40.6172,1815
40.6172,1851
40.6188,1891
40.6188,1929
40.6263,1948
40.6263,1975
40.6349,1990
40.6679,1999
40.6679,2005
40.6689,1992
40.6729,1988
40.6778,1979
40.6778,1963
40.6868,1945
40.6980,1906
40.7080,1883
40.7320,1855
40.7331,1822
40.7331,1794
40.7361,1759
40.7441,1732
40.7582,1708
40.7582,1677
40.7849,1666
40.7859,1651
40.7879,1642
40.7992,1638
40.8062,1631
40.8072,1641
40.8157,1643
40.8327,1645
40.8338,1653
40.8348,1653
40.8480,1665
40.8561,1666
40.8631,1665
40.8767,1673
40.8767,1676
40.9013,1684
40.9023,1692
40.9153,1696
40.9163,1714
40.9173,1718
40.9421,1722
40.9421,1725
40.9431,1722
40.9441,1733
40.9594,1736
40.9653,1750
40.9663,1791
40.9886,1842
40.9896,1922
40.9906,2018
41.0158,2136
41.0158,2281
41.0168,2427
41.0344,2585
41.0575,2741
41.0584,2883
41.0584,3015
41.0712,3106
41.0794,3177
41.0892,3214
41.0970,3211
41.0980,3180
41.1080,3107
41.1080,3011
41.1154,2897
41.1418,2751
41.1418,2605
41.1428,2444
41.1518,2289
41.1518,2143
41.1528,1993
41.1662,1867
41.1804,1755
41.1814,1659
41.1824,1584
41.1974,1516
41.2066,1478
41.2176,1453
41.2176,1434
41.2186,1430
41.2531,1428
