Time(s),PPG(mV)
54.9052,1902
54.9052,1893
54.9191,1875
54.9336,1852
54.9336,1832
54.9647,1803
54.9647,1790
54.9657,1770
54.9667,1746
54.9734,1731
54.9864,1711
54.9874,1700
54.9957,1687
55.0045,1671
55.0045,1668
55.0185,1658
55.0245,1656
55.0379,1654
55.0439,1650
55.0449,1662
55.0584,1659
55.0843,1659
55.0853,1664
55.0853,1662
55.0863,1670
55.1002,1673
55.1012,1678
55.1022,1694
55.1181,1694
55.1231,1702
55.1370,1708
55.1430,1724
55.1430,1755
55.1571,1793
55.1657,1851
55.1932,1925
55.1942,2006
55.2018,2100
55.2018,2185
55.2028,2279
55.2173,2376
55.2183,2456
55.2342,2531
55.2352,2587
55.2484,2631
55.2494,2658
55.2494,2651
55.2668,2636
55.2758,2597
55.2898,2543
55.2898,2475
55.3308,2382
55.3318,2291
55.3458,2196
55.3468,2093
55.3478,1998
55.3488,1899
55.3498,1825
55.3759,1757
55.3759,1694
55.3770,1649
55.3780,1608
55.3854,1581
55.3977,1563
55.4057,1544
55.4310,1547
55.4320,1547
55.4409,1552
55.4409,1567
55.4429,1578
55.4429,1608
55.4796,1630
55.4806,1655
55.4816,1693
55.4826,1726
55.4836,1763
55.4965,1792
55.5035,1814
55.5035,1848
55.5171,1869
55.5250,1893
55.5545,1913
55.5545,1921
55.5555,1932
55.5565,1924
55.5671,1911
55.5807,1901
55.5807,1878
55.5817,1865
55.5979,1839
55.6069,1819
55.6145,1805
55.6155,1782
55.6315,1768
55.6459,1752
55.6469,1735
55.6469,1730
55.6707,1713
55.6717,1705
55.6769,1695
55.6769,1682
55.6957,1675
55.6957,1659
55.7039,1655
55.7146,1658
55.7226,1657
55.7367,1667
55.7377,1669
55.7427,1679
55.7567,1693
55.7577,1691
55.7660,1701
55.7910,1707
55.7920,1714
55.7920,1723
55.7932,1722
55.8082,1735
55.8132,1754
55.8227,1777
55.8237,1828
55.8367,1885
55.8457,1967
55.8591,2061
55.8591,2156
55.8601,2267
55.8772,2375
55.8802,2486
55.9085,2585
55.9085,2661
55.9095,2732
55.9145,2781
55.9304,2804
55.9324,2806
55.9714,2771
55.9724,2729
55.9734,2655
55.9744,2564
55.9754,2472
55.9860,2369
55.9860,2270
55.9993,2167
56.0003,2058
56.0013,1968
56.0258,1875
56.0368,1798
56.0377,1730
56.0387,1669
56.0387,1633
56.0637,1596
56.0647,1571
56.0757,1558
56.0757,1546
56.0880,1548
56.0965,1549
56.1094,1558
56.1094,1586
56.1154,1605
56.1454,1637
56.1464,1668
56.1484,1704
56.1484,1747
56.1647,1775
56.1657,1807
56.1795,1836
56.1795,1857
56.1971,1883
56.1971,1893
56.2031,1906
56.2166,1919
56.2226,1919
56.2366,1922
56.2376,1915
56.2613,1909
56.2629,1906
56.2639,1882
56.2715,1868
56.2725,1846
56.2865,1826
56.2894,1808
56.2894,1780
56.3071,1762
56.3125,1744
56.3270,1721
56.3280,1707
56.3356,1691
56.3454,1691
56.3707,1691
56.3707,1680
56.3717,1680
56.3876,1676
56.3896,1678
56.3947,1676
56.3947,1666
56.4077,1672
56.4141,1674
56.4316,1678
56.4326,1684
56.4426,1683
56.4436,1695
56.4571,1695
56.4631,1691
56.4986,1698
56.4996,1699
56.4996,1713
56.5057,1733
56.5067,1765
56.5067,1832
56.5177,1904
56.5268,1995
56.5403,2096
56.5413,2197
56.5413,2315
56.5540,2423
56.5682,2529
56.5692,2639
56.5692,2726
56.5990,2806
56.6000,2845
56.6296,2863
56.6300,2860
56.6310,2821
56.6414,2768
56.6464,2691
56.6539,2598
56.6549,2501
56.6599,2381
56.6664,2266
56.6808,2149
56.6818,2038
56.6955,1938
56.6955,1839
56.7055,1756
56.7307,1694
56.7317,1635
56.7327,1594
56.7337,1558
56.7619,1541
56.7634,1530
56.7644,1518
56.7734,1522
56.7744,1528
56.7862,1539
56.7946,1562
56.7946,1575
56.8026,1612
56.8172,1649
56.8233,1686
56.8233,1728
56.8496,1764
56.8506,1805
56.8557,1843
56.8611,1866
56.8727,1899
56.8727,1919
56.8864,1941
56.8954,1957
56.8964,1960
56.9145,1968
56.9154,1966
56.9293,1956
56.9293,1942
56.9483,1914
56.9483,1897
56.9680,1869
56.9719,1836
56.9719,1811
56.9852,1781
56.9862,1764
56.9942,1742
57.0079,1716
57.0089,1705
57.0219,1684
57.0278,1667
57.0418,1654
57.0418,1640
57.0474,1645
57.0565,1636
57.0625,1635
57.0915,1640
57.0915,1643
57.0925,1653
57.0925,1658
57.1045,1663
57.1145,1678
57.1276,1680
57.1286,1688
57.1286,1691
57.1427,1695
57.1427,1705
57.1550,1702
57.1694,1705
57.2046,1715
57.2046,1728
57.2131,1764
57.2131,1806
57.2146,1878
57.2156,1967
57.2517,2057
57.2517,2168
57.2527,2277
57.2537,2398
57.2557,2521
57.2557,2622
57.2692,2717
57.2777,2794
57.2917,2850
57.2927,2887
57.2927,2879
57.3175,2861
57.3195,2814
57.3328,2740
57.3338,2652
57.3338,2540
57.3575,2429
57.3595,2314
57.3606,2187
57.3769,2074
57.3769,1960
57.3883,1858
57.3943,1768
57.3953,1677
57.4179,1616
57.4434,1559
57.4445,1517
57.4445,1488
57.4464,1466
57.4464,1470
57.4618,1474
57.4672,1484
57.4757,1511
57.4841,1539
57.4841,1580
57.4931,1618
57.5065,1654
57.5075,1703
57.5156,1741
57.5246,1785
57.5382,1827
57.5392,1861
57.5617,1905
57.5627,1929
57.5637,1949
57.5797,1971
57.5797,1980
57.5837,1991
57.5956,1984
57.6096,1973
57.6096,1966
57.6142,1940
57.6276,1917
57.6336,1887
57.6477,1856
57.6487,1839
57.6540,1809
57.6808,1789
57.6818,1766
57.6828,1743
57.7012,1729
57.7021,1705
57.7061,1692
57.7503,1686
57.7513,1668
57.7533,1664
57.7533,1654
57.7657,1657
57.7667,1662
57.7677,1660
57.7677,1665
57.7982,1670
57.7992,1679
57.8002,1696
57.8052,1699
57.8062,1717
57.8155,1727
57.8295,1733
57.8295,1740
57.8305,1736
57.8465,1745
57.8556,1748
57.8616,1746
57.8920,1763
57.8920,1784
57.8930,1827
57.9207,1891
57.9207,1966
57.9217,2072
57.9288,2183
57.9308,2303
57.9318,2428
57.9454,2543
57.9454,2662
57.9533,2759
57.9669,2831
57.9679,2890
57.9919,2909
57.9929,2906
57.9929,2867
58.0089,2802
58.0099,2726
58.0109,2626
58.0539,2515
58.0549,2400
58.0755,2278
58.0755,2169
58.0765,2049
58.0775,1945
58.0795,1857
58.0795,1773
58.1052,1708
58.1062,1644
58.1155,1594
58.1245,1564
58.1245,1528
58.1518,1510
58.1529,1500
58.1539,1502
58.1549,1523
58.1549,1540
58.1683,1571
58.1744,1609
58.1881,1647
58.1881,1698
58.1942,1732
58.2082,1779
58.2165,1831
58.2175,1871
58.2365,1914
58.2375,1941
58.2427,1969
58.2717,1995
58.2717,1995
58.2728,1999
58.2748,1992
58.2888,1982
58.2898,1974
58.2898,1943
58.3068,1923
58.3133,1900
58.3282,1869
58.3291,1841
58.3341,1803
58.3479,1781
58.3539,1760
58.3793,1732
58.3803,1720
58.3803,1705
58.3974,1701
58.3993,1695
58.3993,1682
58.4075,1685
58.4175,1683
58.4320,1682
58.4330,1680
58.4469,1671
58.4469,1676
58.4529,1678
58.4661,1676
58.4712,1686
58.5059,1684
58.5059,1692
58.5069,1689
58.5326,1687
58.5338,1699
58.5338,1707
58.5356,1722
58.5366,1747
58.5458,1782
58.5458,1849
58.5538,1920
58.5678,2009
58.5738,2119
58.5748,2236
58.5876,2372
58.5936,2503
58.6227,2635
58.6237,2765
58.6247,2859
58.6277,2936
58.6368,2980
58.6451,2998
58.6461,2996
58.6531,2951
58.6661,2887
58.6802,2799
58.6812,2687
58.6940,2572
58.6940,2434
58.7075,2305
58.7141,2178
58.7151,2048
58.7483,1931
58.7483,1820
58.7493,1731
58.7533,1662
58.7533,1594
58.7663,1553
58.7753,1523
58.7893,1509
58.7893,1507
58.7903,1502
58.8017,1512
58.8139,1530
58.8279,1547
58.8289,1582
58.8365,1607
58.8652,1648
58.8667,1688
58.8677,1721
58.8747,1763
58.8757,1798
58.8894,1837
58.8904,1876
58.8904,1899
58.9064,1935
58.9154,1954
58.9289,1971
58.9299,1980
58.9468,1977
58.9468,1978
58.9772,1966
58.9781,1941
58.9937,1925
58.9956,1896
58.9956,1875
59.0037,1844
59.0178,1808
59.0188,1785
59.0249,1754
59.0337,1728
59.0431,1709
59.0431,1686
59.0519,1680
59.0637,1663
59.0909,1652
59.0919,1645
59.0919,1637
59.1054,1643
59.1064,1643
59.1074,1644
59.1084,1656
59.1234,1653
59.1244,1661
59.1368,1660
59.1458,1663
59.1458,1676
59.1708,1675
59.1718,1681
59.1881,1689
59.1881,1693
59.1901,1708
59.1901,1712
59.2154,1736
59.2164,1774
59.2230,1825
59.2363,1904
59.2373,1993
59.2418,2107
59.2592,2243
59.2652,2376
59.2652,2528
59.2788,2672
59.2848,2809
59.2858,2935
59.2917,3025
59.3186,3097
59.3206,3134
59.3465,3132
59.3465,3100
59.3475,3027
59.3565,2937
59.3575,2827
59.3655,2693
59.3775,2557
59.3785,2407
59.3825,2265
59.3971,2129
59.3971,1988
59.4051,1877
59.4178,1777
59.4459,1694
59.4459,1629
59.4589,1571
59.4589,1541
59.4605,1517
59.4717,1497
59.4867,1494
59.4867,1490
59.4877,1502
59.4958,1517
59.5050,1537
59.5059,1580
59.5139,1616
59.5281,1658
59.5341,1697
59.5441,1732
59.5441,1780
59.5694,1814
59.5703,1851
59.5768,1892
59.5768,1919
59.5915,1947
59.5924,1959
59.6060,1966
59.6080,1980
59.6248,1976
59.6248,1974
59.6392,1960
59.6400,1943
59.6411,1929
59.6541,1895
59.6825,1864
59.6835,1831
59.6943,1797
59.6953,1776
59.6953,1741
59.7077,1720
59.7167,1700
59.7167,1672
59.7363,1653
59.7373,1633
59.7429,1625
59.7570,1628
59.7570,1616
59.7654,1618
59.7791,1616
59.7855,1619
59.7855,1625
59.8205,1622
59.8217,1631
59.8477,1644
59.8487,1652
59.8487,1668
59.8497,1667
59.8517,1677
59.8567,1682
59.8664,1678
59.8664,1683
59.8799,1683
59.8809,1691
59.8950,1708
59.8960,1724
59.9262,1771
59.9272,1834
59.9314,1921
59.9324,2030
59.9406,2148
59.9528,2299
59.9617,2446
59.9703,2589
59.9703,2735
59.9851,2861
59.9859,2978
59.9987,3065
60.0160,3115
60.0170,3148
60.0404,3138
60.0414,3098
60.0428,3027
60.0438,2927
60.0438,2819
60.0582,2685
60.0642,2540
60.0775,2404
60.0785,2262
60.0835,2137
60.0984,2010
60.1064,1893
60.1074,1800
60.1167,1709
60.1257,1643
60.1337,1584
60.1604,1542
60.1614,1518
60.1614,1492
60.1664,1478
60.1865,1477
60.1875,1481
60.1925,1502
60.1935,1515
60.2062,1546
60.2212,1587
60.2281,1626
60.2417,1675
60.2417,1716
60.2501,1763
60.2800,1810
60.2810,1842
60.2820,1878
60.2850,1909
60.2860,1935
60.2870,1958
60.2950,1960
60.3017,1965
60.3157,1965
60.3240,1951
60.3250,1943
60.3375,1920
60.3445,1903
60.3573,1884
60.3603,1850
60.4072,1827
60.4082,1794
60.4092,1770
60.4102,1745
60.4102,1711
60.4112,1692
60.4122,1670
60.4449,1651
60.4470,1638
60.4629,1621
60.4640,1623
60.4650,1620
60.4660,1614
60.4767,1615
60.4767,1612
60.4900,1618
60.5147,1620
60.5170,1615
60.5170,1627
60.5236,1630
60.5256,1642
60.5366,1652
60.5366,1660
60.5497,1677
60.5547,1682
60.5642,1682
60.6058,1687
60.6069,1684
60.6069,1690
60.6079,1683
60.6089,1683
60.6089,1694
60.6336,1693
60.6376,1700
60.6386,1704
60.6482,1712
60.6492,1742
60.6614,1771
60.6624,1827
60.6791,1903
60.6801,1993
60.6938,2110
60.6948,2230
60.7119,2371
60.7128,2524
60.7138,2670
60.7267,2814
60.7529,2931
60.7539,3028
60.7555,3100
60.7555,3124
60.7705,3128
60.7750,3095
60.7880,3033
60.7880,2949
60.7945,2827
60.8075,2700
60.8165,2563
60.8254,2415
60.8254,2274
60.8344,2127
60.8615,1997
60.8629,1880
60.8740,1768
60.8750,1684
60.8879,1607
60.8879,1550
60.9009,1507
60.9009,1463
60.9021,1446
60.9200,1436
60.9260,1436
60.9270,1448
60.9441,1460
60.9441,1496
60.9539,1528
60.9803,1562
60.9803,1610
60.9893,1653
60.9893,1707
60.9903,1754
61.0090,1795
61.0104,1848
61.0104,1891
61.0244,1933
61.0365,1967
61.0450,1985
61.0460,2011
61.0540,2013
61.0630,2008
61.0912,1999
61.0922,1976
61.0922,1957
61.1203,1924
61.1213,1892
61.1223,1865
61.1233,1826
61.1243,1793
61.1496,1760
61.1496,1727
61.1506,1706
61.1506,1672
61.1666,1649
61.1751,1630
61.1841,1618
61.1975,1614
61.1985,1602
61.2256,1601
61.2266,1607
61.2266,1603
61.2417,1609
61.2427,1606
61.2427,1608
61.2539,1613
61.2679,1605
61.2679,1608
61.2745,1609
61.2873,1617
61.2883,1629
61.2893,1627
61.3055,1639
61.3144,1652
61.3407,1660
61.3407,1674
61.3417,1673
61.3429,1684
61.3680,1691
61.3692,1691
61.3692,1697
61.3702,1699
61.3880,1705
61.3890,1712
61.3890,1709
61.4030,1722
61.4151,1730
61.4288,1746
61.4298,1779
61.4586,1823
61.4596,1903
61.4606,1998
61.4676,2103
61.4686,2230
61.4854,2357
61.4854,2500
61.4918,2631
61.5056,2748
61.5191,2857
61.5191,2933
61.5204,2982
61.5378,3003
61.5388,2986
61.5398,2957
61.5529,2885
61.5769,2796
61.5819,2695
61.5819,2575
61.5829,2449
61.5962,2309
61.6052,2173
61.6226,2054
61.6236,1930
61.6366,1824
61.6428,1726
61.6518,1645
61.6518,1588
61.6567,1528
61.6904,1484
61.7010,1452
61.7020,1429
61.7030,1426
61.7040,1420
